file	contest	choice	db	details	barcode
054893.jpg	PROPOSITION 71	YES	0	1	20000220400073	20000220400073
054898.jpg	LIEUTENANT GOVERNOR	ED HERNANDEZ	0	1	10000220100067	10000220100067
054901.jpg	PROPOSITION 68	YES	0	1	20000220400073	20000220400073
054937.jpg	PROPOSITION 72	YES	0	1	20000220400073	20000220400073
055009.jpg	DISTRICT ATTORNEY	MAGGIE FLEMING	0	1	20000220400073	20000220400073
055023.jpg	ATTORNEY GENERAL	XAVIER BECERRA	1	0	10000220200074	10000220200074
055023.jpg	CONTROLLER	BETTY T. YEE	1	0	10000220200074	10000220200074
055023.jpg	INSURANCE COMMISSIONER	RICARDO LARA	1	0	10000220200074	10000220200074
055023.jpg	MEMBER STATE BOARD OF EQUILIZATION	CATHLEEN GALGIANI	1	0	10000220200074	10000220200074
055023.jpg	SECRETARY OF STATE	ERIK RYDBERG	1	0	10000220200074	10000220200074
055023.jpg	TREASURER	FIONA MA	1	0	10000220200074	10000220200074
055024.jpg	ASSESSOR	MARI A. WILSON	1	0	20000220300066	20000220300066
055024.jpg	AUDITOR-CONTROLLER	KAREN PAZ DOMINGUEZ	1	0	20000220300066	20000220300066
055024.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	1	0	20000220300066	20000220300066
055024.jpg	STATE SENATOR	VERONICA "RONI" JACOBI	1	0	20000220300066	20000220300066
055024.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	STEVEN IRELAND	1	0	20000220300066	20000220300066
055024.jpg	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY	1	0	20000220300066	20000220300066
055024.jpg	UNITED STATE REPRESENTATIVE	ANDY CAFFREY	1	0	20000220300066	20000220300066
055024.jpg	UNITED STATE SENATOR	DOUGLAS HOWARD PIERCE	1	0	20000220300066	20000220300066
055025.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	1	0	20000220400073	20000220400073
055025.jpg	DISTRICT ATTORNEY	MAGGIE FLEMING	1	0	20000220400073	20000220400073
055025.jpg	PROPOSITION 68	YES	1	0	20000220400073	20000220400073
055025.jpg	PROPOSITION 69	YES	1	0	20000220400073	20000220400073
055025.jpg	PROPOSITION 70	NO	1	0	20000220400073	20000220400073
055025.jpg	PROPOSITION 71	YES	1	0	20000220400073	20000220400073
055025.jpg	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WILLIAM "BILLY" HONSAL	1	0	20000220400073	20000220400073
055025.jpg	TREASURER-TAX COLLECTOR	JOHN BARTHOLOMEW	1	0	20000220400073	20000220400073
055097.jpg	PROPOSITION 69	NO	0	1	20000220400073	20000220400073
055366.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055370.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055374.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055378.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055382.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055386.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055390.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055394.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055398.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055402.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055406.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055410.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055414.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055418.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055422.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055426.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055430.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055434.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055438.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055442.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055446.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055450.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055454.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055458.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055462.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055466.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055470.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055474.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055478.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055482.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055486.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055490.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055494.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055498.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055502.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055506.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055510.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055514.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055518.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055522.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055526.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055530.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055534.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055538.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055542.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055545.jpg	PROPOSITION 69	NO	0	1	20000330400013	20000330400013
055546.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055550.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055554.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055558.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055562.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055565.jpg	PROPOSITION 70	NO	0	1	20000330400013	20000330400013
055566.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055570.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055573.jpg	PROPOSITION 70	YES	0	1	20000330400013	20000330400013
055574.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055578.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055582.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055586.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055590.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055594.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055598.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055602.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055606.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055606.jpg	LIEUTENANT GOVERNOR	GAYLE MCLAUGHLIN	0	1	10000330100007	10000330100007
055607.jpg	MEMBER STATE BOARD OF EQUILIZATION	CATHLEEN GALGIANI	0	1	10000330200014	10000330200014
055608.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20000330300006	20000330300006
055608.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	0	1	20000330300006	20000330300006
055608.jpg	STATE SENATOR	MIKE MCGUIRE	0	1	20000330300006	20000330300006
055608.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND	0	1	20000330300006	20000330300006
055609.jpg	MEASURE G FORTUNA ELEMENTARY SCHOOL DISTRICT	BONDS YES	0	1	20000330400013	20000330400013
055609.jpg	PROPOSITION 68	YES	0	1	20000330400013	20000330400013
055610.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055614.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055618.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055622.jpg	GOVERNOR	JOHN H. COX	None	1	10000330100007	None
055626.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055630.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055634.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055638.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055642.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055646.jpg	GOVERNOR	JOHN H. COX	None	0	10000330100007	None
055686.jpg	LIEUTENANT GOVERNOR	COLE HARRIS	0	1	10000320100083	10000320100083
055686.jpg	LIEUTENANT GOVERNOR	DAVID FENNELL	0	1	10000320100083	10000320100083
055686.jpg	LIEUTENANT GOVERNOR	ED HERNANDEZ	0	1	10000320100083	10000320100083
055686.jpg	LIEUTENANT GOVERNOR	ELENI KOUNALAKIS	0	1	10000320100083	10000320100083
055686.jpg	LIEUTENANT GOVERNOR	JEFF BLEICH	0	1	10000320100083	10000320100083
055686.jpg	LIEUTENANT GOVERNOR	LYDIA ORTEGA	0	1	10000320100083	10000320100083
056077.jpg	PROPOSITION 69	NO	0	1	20000310400068	20000310400068
056241.jpg	PROPOSITION 69	YES	0	1	20000310400068	20000310400068
056254.jpg	LIEUTENANT GOVERNOR	DAVID FENNELL	0	1	10000310100062	10000310100062
056255.jpg	CONTROLLER	BETTY T. YEE	0	1	10000310200069	10000310200069
056255.jpg	INSURANCE COMMISSIONER	STEVE POIZNER	0	1	10000310200069	10000310200069
056255.jpg	MEMBER STATE BOARD OF EQUILIZATION	MARK BURNS	0	1	10000310200069	10000310200069
056255.jpg	SECRETARY OF STATE	MARK P. MEUSER	0	1	10000310200069	10000310200069
056256.jpg	ASSESSOR	MARI A. WILSON	0	1	20000310300061	20000310300061
056256.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20000310300061	20000310300061
056256.jpg	MEMBER OF THE STATE ASSEMBLY	MATT HEATH	0	1	20000310300061	20000310300061
056256.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND	0	1	20000310300061	20000310300061
056256.jpg	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY	0	1	20000310300061	20000310300061
056257.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	0	1	20000310400068	20000310400068
056257.jpg	DISTRICT ATTORNEY	MAGGIE FLEMING	0	1	20000310400068	20000310400068
056257.jpg	PROPOSITION 69	YES	0	1	20000310400068	20000310400068
056257.jpg	PROPOSITION 72	YES	0	1	20000310400068	20000310400068
056257.jpg	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WILLIAM "BILLY" HONSAL	0	1	20000310400068	20000310400068
056257.jpg	TREASURER-TAX COLLECTOR	JOHN BARTHOLOMEW	0	1	20000310400068	20000310400068
056285.jpg	PROPOSITION 72	NO	1	0	20000310400068	20000310400068
056335.jpg	INSURANCE COMMISSIONER	STEVE POIZNER	0	1	10000310200069	10000310200069
056336.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20000310300061	20000310300061
056460.jpg	STATE SENATOR	MIKE MCGUIRE	0	1	20000300300040	20000300300040
056501.jpg	PROPOSITION 70	YES	0	1	20000300400047	20000300400047
056703.jpg	ATTORNEY GENERAL	XAVIER BECERRA	1	0	10000060200029	10000060200029
057208.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN	0	1	20000090300084	20000090300084
057208.jpg	STATE SENATOR	MIKE MCGUIRE	0	1	20000090300084	20000090300084
057208.jpg	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY	0	1	20000090300084	20000090300084
057208.jpg	UNITED STATE REPRESENTATIVE	DALE K. MENSING	0	1	20000090300084	20000090300084
057209.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	0	1	20000090400091	20000090400091
057209.jpg	PROPOSITION 69	NO	0	1	20000090400091	20000090400091
057209.jpg	PROPOSITION 70	NO	0	1	20000090400091	20000090400091
057209.jpg	PROPOSITION 71	NO	0	1	20000090400091	20000090400091
057209.jpg	PROPOSITION 72	NO	0	1	20000090400091	20000090400091
057209.jpg	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WILLIAM "BILLY" HONSAL	0	1	20000090400091	20000090400091
057336.jpg	AUDITOR-CONTROLLER	KAREN PAZ DOMINGUEZ	0	1	20000090300084	20000090300084
057337.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	0	1	20000090400091	20000090400091
057337.jpg	TREASURER-TAX COLLECTOR	JOHN BARTHOLOMEW	0	1	20000090400091	20000090400091
057376.jpg	STATE SENATOR	WRITEIN	1	0	20000090300084	20000090300084
057401.jpg	PROPOSITION 71	NO	0	1	20000090400091	20000090400091
057449.jpg	PROPOSITION 70	NO	0	1	20000090400091	20000090400091
057542.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057546.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057550.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057554.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057558.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057562.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057566.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057570.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057574.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057578.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057582.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057586.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057590.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057594.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057598.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057602.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057606.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057610.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057614.jpg	GOVERNOR	DELAINE EASTIN	None	1	10000340100028	None
057618.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057622.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057626.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057630.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057634.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057638.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057642.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057646.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057650.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057654.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057658.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057662.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057666.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057670.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057674.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057678.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057682.jpg	GOVERNOR	DELAINE EASTIN	None	1	10000340100028	None
057686.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057690.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057694.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057698.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057702.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057706.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057710.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057714.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057718.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057722.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057726.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057730.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057734.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057738.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057742.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057746.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057750.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057754.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057758.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057762.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057766.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057770.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057774.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057778.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057782.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057786.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057790.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057794.jpg	GOVERNOR	DELAINE EASTIN	None	1	10000340100028	None
057798.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057802.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057806.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057810.jpg	GOVERNOR	DELAINE EASTIN	None	1	10000340100028	None
057814.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057818.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057822.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057826.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057830.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057834.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057838.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057842.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057846.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057850.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057854.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057858.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057862.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057866.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057870.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057874.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057878.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057882.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057882.jpg	LIEUTENANT GOVERNOR	DAVID FENNELL	1	0	10000340100028	10000340100028
057886.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057890.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057894.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057898.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057899.jpg	INSURANCE COMMISSIONER	RICARDO LARA	0	1	10000340200035	10000340200035
057900.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	STEVEN IRELAND	0	1	20000340300027	20000340300027
057901.jpg	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WILLIAM "BILLY" HONSAL	0	1	20000340400034	20000340400034
057902.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057906.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057910.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057914.jpg	GOVERNOR	DELAINE EASTIN	None	0	10000340100028	None
057924.jpg	AUDITOR-CONTROLLER	MIKE LORIG	0	1	20000510300093	20000510300093
057924.jpg	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	1	0	20000510300093	20000510300093
057924.jpg	UNITED STATE REPRESENTATIVE	JARED HUFFMAN	0	1	20000510300093	20000510300093
057925.jpg	MEASURE F SOUTHERN HUMBOLDT COMMUNITY HEALTHCARE DISTRICT	YES	0	1	20000510400003	20000510400003
057925.jpg	PROPOSITION 72	NO	0	1	20000510400003	20000510400003
058014.jpg	GOVERNOR	GAVIN NEWSOM	0	1	10000510100094	10000510100094
058016.jpg	UNITED STATE REPRESENTATIVE	JARED HUFFMAN	0	1	20000510300093	20000510300093
058029.jpg	PROPOSITION 72	NO	0	1	20000510400003	20000510400003
058036.jpg	JUDGE OF THE SUPERIOR COURT	LATHE GILL	0	1	20000510300093	20000510300093
058036.jpg	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN	0	1	20000510300093	20000510300093
058036.jpg	JUDGE OF THE SUPERIOR COURT	WRITEIN	0	1	20000510300093	20000510300093
058398.jpg	GOVERNOR	WRITEIN	1	0	10000640100076	10000640100076
058441.jpg	PROPOSITION 69	YES	0	1	20000640400082	20000640400082
058491.jpg	SECRETARY OF STATE	RUBEN MAJOR	0	1	10000640200083	10000640200083
059129.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	WRITEIN	0	1	20000610400019	20000610400019
059611.jpg	INSURANCE COMMISSIONER	ASIF MAHMOOD	1	0	10000580200054	10000580200054
059617.jpg	PROPOSITION 69	NO	0	1	20000580400053	20000580400053
059623.jpg	INSURANCE COMMISSIONER	NATHALIE HRIZI	1	0	10000580200054	10000580200054
059713.jpg	PROPOSITION 69	YES	0	1	20000580400053	20000580400053
059739.jpg	MEMBER STATE BOARD OF EQUILIZATION	CATHLEEN GALGIANI	1	0	10000580200054	10000580200054
059925.jpg	PROPOSITION 72	YES	0	1	20000570400032	20000570400032
060132.jpg	UNITED STATE REPRESENTATIVE	DALE K. MENSING	0	1	20000500300072	20000500300072
060429.jpg	PROPOSITION 68	YES	0	1	20000440400050	20000440400050
060449.jpg	PROPOSITION 68	NO	0	1	20000440400050	20000440400050
060657.jpg	PROPOSITION 72	NO	0	1	20000440400050	20000440400050
060727.jpg	CONTROLLER	KONSTANTINOS RODITIS	0	1	10000440200051	10000440200051
060752.jpg	STATE SENATOR	MIKE MCGUIRE	1	0	20000440300043	20000440300043
060849.jpg	PROPOSITION 69	YES	0	1	20000430400029	20000430400029
061037.jpg	PROPOSITION 72	NO	0	1	20000430400029	20000430400029
061149.jpg	PROPOSITION 70	NO	1	0	20000430400029	20000430400029
061250.jpg	GOVERNOR	AMANDA RENTERIA	0	1	10000390100036	10000390100036
061337.jpg	PROPOSITION 71	YES	0	1	20000390400042	20000390400042
061766.jpg	LIEUTENANT GOVERNOR	DAVID R. HERNANDEZ	0	1	10000750100016	10000750100016
061873.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	0	1	20000750400022	20000750400022
062009.jpg	PROPOSITION 70	NO	0	1	20000750400022	20000750400022
062125.jpg	MEASURE C FRESHWATER SCHOOL DISTRICT	BONDS YES	0	1	20000720400056	20000720400056
062237.jpg	PROPOSITION 68	NO	0	1	20000720400056	20000720400056
062249.jpg	PROPOSITION 70	YES	0	1	20000720400056	20000720400056
062273.jpg	PROPOSITION 71	YES	1	0	20000720400056	20000720400056
062273.jpg	PROPOSITION 72	YES	1	0	20000720400056	20000720400056
062341.jpg	PROPOSITION 70	NO	0	1	20000720400056	20000720400056
062341.jpg	PROPOSITION 71	YES	0	1	20000720400056	20000720400056
063029.jpg	PROPOSITION 72	NO	0	1	20000670400048	20000670400048
063074.jpg	GOVERNOR	DESMOND SILVEIRA	0	1	10000630100055	10000630100055
063105.jpg	PROPOSITION 70	NO	0	1	20000630400061	20000630400061
063120.jpg	MEMBER OF THE STATE ASSEMBLY	WRITEIN	0	1	20000630300054	20000630300054
063441.jpg	PROPOSITION 70	NO	0	1	20000620400040	20000620400040
063863.jpg	INSURANCE COMMISSIONER	STEVE POIZNER	0	1	10000560200012	10000560200012
063863.jpg	MEMBER STATE BOARD OF EQUILIZATION	CATHLEEN GALGIANI	0	1	10000560200012	10000560200012
063864.jpg	ASSESSOR	MARI A. WILSON	0	1	20000560300004	20000560300004
063864.jpg	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY	0	1	20000560300004	20000560300004
063864.jpg	UNITED STATE REPRESENTATIVE	JARED HUFFMAN	0	1	20000560300004	20000560300004
064005.jpg	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WILLIAM "BILLY" HONSAL	1	0	20000550400087	20000550400087
064252.jpg	UNITED STATE SENATOR	DIANNE FEINSTEIN	1	0	20000540300059	20000540300059
064385.jpg	PROPOSITION 70	NO	0	1	20000540400066	20000540400066
064417.jpg	CLERK, RECORDER, REGISTRAR OF VOTERS	WRITEIN	0	1	20000530400045	20000530400045
064609.jpg	PROPOSITION 70	YES	0	1	20000530400045	20000530400045
064613.jpg	PROPOSITION 70	YES	0	1	20000530400045	20000530400045
064630.jpg	GOVERNOR	AKINYEMI AGBEDE	1	0	10000530100039	10000530100039
064630.jpg	GOVERNOR	AMANDA RENTERIA	1	0	10000530100039	10000530100039
064772.jpg	UNITED STATE SENATOR	LEE OLSON	1	0	20000880300094	20000880300094
065269.jpg	PROPOSITION 71	YES	0	1	20000870400080	20000870400080
065338.jpg	LIEUTENANT GOVERNOR	ED HERNANDEZ	0	1	10000870100074	10000870100074
065340.jpg	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND	0	1	20000870300073	20000870300073
065340.jpg	UNITED STATE REPRESENTATIVE	JARED HUFFMAN	1	0	20000870300073	20000870300073
065340.jpg	UNITED STATE SENATOR	DIANNE FEINSTEIN	0	1	20000870300073	20000870300073
065355.jpg	INSURANCE COMMISSIONER	RICARDO LARA	0	1	10000870200081	10000870200081
065355.jpg	MEMBER STATE BOARD OF EQUILIZATION	MARK BURNS	0	1	10000870200081	10000870200081
065439.jpg	INSURANCE COMMISSIONER	ASIF MAHMOOD	1	0	10000870200081	10000870200081
065525.jpg	DISTRICT ATTORNEY	MAGGIE FLEMING	0	1	20000870400080	20000870400080
065538.jpg	GOVERNOR	ROBERT C. NEWMAN, II	1	0	10000870100074	10000870100074
065682.jpg	GOVERNOR	ALBERT CAESAR MEZZETTI	1	0	10000850100032	10000850100032
065686.jpg	GOVERNOR	ALBERT CAESAR MEZZETTI	1	0	10000850100032	10000850100032
065694.jpg	GOVERNOR	JOSH JONES	1	0	10000850100032	10000850100032
065698.jpg	GOVERNOR	JOSH JONES	1	0	10000850100032	10000850100032
065714.jpg	GOVERNOR	WRITEIN	1	0	10000850100032	10000850100032
065726.jpg	GOVERNOR	ROBERT C. NEWMAN, II	1	0	10000850100032	10000850100032
065750.jpg	GOVERNOR	ALBERT CAESAR MEZZETTI	1	0	10000850100032	10000850100032
065754.jpg	GOVERNOR	WRITEIN	1	0	10000850100032	10000850100032
